sortNumber;code;officialTitle;mediumTitle;shortTitle;note
806;SK0233582425;Dolné Lefantovce;Dolné Lefantovce;Dolné Lefantovce;582425
807;SK0233582697;Bádice;Bádice;Bádice;582697
808;SK0233582719;Štitáre;Štitáre;Štitáre;582719
809;SK0234503011;Nové Zámky;Nové Zámky;Nové Zámky;503011
810;SK0234503029;Andovce;Andovce;Andovce;503029
811;SK0234503037;Bajtava;Bajtava;Bajtava;503037
812;SK0234503045;Bánov;Bánov;Bánov;503045
813;SK0234503053;Bardoòovo;Bardoòovo;Bardoòovo;503053
814;SK0234503061;Belá;Belá;Belá;503061
815;SK0234503070;Bešeòov;Bešeòov;Bešeòov;503070
816;SK0234503088;Bíòa;Bíòa;Bíòa;503088
817;SK0234503096;Branovo;Branovo;Branovo;503096
818;SK0234503100;Bruty;Bruty;Bruty;503100
819;SK0234503118;Èechy;Èechy;Èechy;503118
820;SK0234503126;Èerník;Èerník;Èerník;503126
821;SK0234503134;Dedinka;Dedinka;Dedinka;503134
822;SK0234503151;Dolnı Ohaj;Dolnı Ohaj;Dolnı Ohaj;503151
823;SK0234503169;Dubník;Dubník;Dubník;503169
824;SK0234503177;Dvory nad itavou;Dvory nad itavou;Dvory nad itavou;503177
825;SK0234503185;Gbelce;Gbelce;Gbelce;503185
826;SK0234503193;Hul;Hul;Hul;503193
827;SK0234503207;Ch¾aba;Ch¾aba;Ch¾aba;503207
828;SK0234503215;Jasová;Jasová;Jasová;503215
829;SK0234503223;Jatov;Jatov;Jatov;503223
830;SK0234503231;Kamenica nad Hronom;Kamenica nad Hronom;Kamenica nad Hronom;503231
831;SK0234503240;Kamenín;Kamenín;Kamenín;503240
832;SK0234503258;Kamennı Most;Kamennı Most;Kamennı Most;503258
833;SK0234503266;Kmeovo;Kmeovo;Kmeovo;503266
834;SK0234503274;Kolta;Kolta;Kolta;503274
835;SK0234503282;Komjatice;Komjatice;Komjatice;503282
836;SK0234503291;Komoèa;Komoèa;Komoèa;503291
837;SK0234503312;Le¾a;Le¾a;Le¾a;503312
838;SK0234503321;Lipová;Lipová;Lipová;503321
839;SK0234503339;¼ubá;¼ubá;¼ubá;503339
840;SK0234503347;Malá nad Hronom;Malá nad Hronom;Malá nad Hronom;503347
841;SK0234503355;Malé Kosihy;Malé Kosihy;Malé Kosihy;503355
842;SK0234503363;Maòa;Maòa;Maòa;503363
843;SK0234503371;Michal nad itavou;Michal nad itavou;Michal nad itavou;503371
844;SK0234503380;Ve¾kı Kır;Ve¾kı Kır;Ve¾kı Kır;503380
845;SK0234503398;Mojzesovo;Mojzesovo;Mojzesovo;503398
846;SK0234503401;Mula;Mula;Mula;503401
847;SK0234503436;Nová Vieska;Nová Vieska;Nová Vieska;503436
848;SK0234503452;Palárikovo;Palárikovo;Palárikovo;503452
849;SK0234503479;Podhájska;Podhájska;Podhájska;503479
850;SK0234503487;Pozba;Pozba;Pozba;503487
851;SK0234503495;Radava;Radava;Radava;503495
852;SK0234503509;Rastislavice;Rastislavice;Rastislavice;503509
853;SK0234503517;Rúbaò;Rúbaò;Rúbaò;503517
854;SK0234503525;Salka;Salka;Salka;503525
855;SK0234503533;Semerovo;Semerovo;Semerovo;503533
856;SK0234503541;Sikenièka;Sikenièka;Sikenièka;503541
857;SK0234503550;Strekov;Strekov;Strekov;503550
858;SK0234503568;Svodín;Svodín;Svodín;503568
859;SK0234503576;Šarkan;Šarkan;Šarkan;503576
860;SK0234503584;Štúrovo;Štúrovo;Štúrovo;503584
861;SK0234503592;Šurany;Šurany;Šurany;503592
862;SK0234503606;Trávnica;Trávnica;Trávnica;503606
863;SK0234503614;Tvrdošovce;Tvrdošovce;Tvrdošovce;503614
864;SK0234503631;Ve¾ké Lovce;Ve¾ké Lovce;Ve¾ké Lovce;503631
865;SK0234503649;Zemné;Zemné;Zemné;503649
866;SK0234556025;Vlkas;Vlkas;Vlkas;556025
867;SK0234556033;Pavlová;Pavlová;Pavlová;556033
868;SK0234556050;Ú¾any nad itavou;Ú¾any nad itavou;Ú¾any nad itavou;556050
869;SK0234556092;Nána;Nána;Nána;556092
870;SK0234582361;Obid;Obid;Obid;582361
871;SK0235500241;Hájske;Hájske;Hájske;500241
872;SK0235500739;Moèenok;Moèenok;Moèenok;500739
873;SK0235503711;Diakovce;Diakovce;Diakovce;503711
874;SK0235503720;Dlhá nad Váhom;Dlhá nad Váhom;Dlhá nad Váhom;503720
875;SK0235503886;Krá¾ová nad Váhom;Krá¾ová nad Váhom;Krá¾ová nad Váhom;503886
876;SK0235503932;Neded;Neded;Neded;503932
877;SK0235503991;Selice;Selice;Selice;503991
878;SK0235504025;Ša¾a;Ša¾a;Ša¾a;504025
879;SK0235504068;Tešedíkovo;Tešedíkovo;Tešedíkovo;504068
880;SK0235504092;Trnovec nad Váhom;Trnovec nad Váhom;Trnovec nad Váhom;504092
881;SK0235504165;Vlèany;Vlèany;Vlèany;504165
882;SK0235504190;ihárec;ihárec;ihárec;504190
883;SK0235555878;Horná Krá¾ová;Horná Krá¾ová;Horná Krá¾ová;555878
884;SK0236504998;Topo¾èany;Topo¾èany;Topo¾èany;504998
885;SK0236505021;Lipovník;Lipovník;Lipovník;505021
886;SK0236505048;Ludanice;Ludanice;Ludanice;505048
887;SK0236505064;Luany;Luany;Luany;505064
888;SK0236505137;Malé Ripòany;Malé Ripòany;Malé Ripòany;505137
889;SK0236505226;Nemeèky;Nemeèky;Nemeèky;505226
890;SK0236505234;Nitrianska Blatnica;Nitrianska Blatnica;Nitrianska Blatnica;505234
891;SK0236505242;Nitrianska Streda;Nitrianska Streda;Nitrianska Streda;505242
892;SK0236505251;Norovce;Norovce;Norovce;505251
893;SK0236505285;Oponice;Oponice;Oponice;505285
894;SK0236505340;Podhradie;Podhradie;Podhradie;505340
895;SK0236505374;Prašice;Prašice;Prašice;505374
896;SK0236505404;Prese¾any;Prese¾any;Prese¾any;505404
897;SK0236505421;Radošina;Radošina;Radošina;505421
898;SK0236505439;Rajèany;Rajèany;Rajèany;505439
899;SK0236505498;Solèany;Solèany;Solèany;505498
900;SK0236505510;Súlovce;Súlovce;Súlovce;505510
901;SK0236505536;Šalgovce;Šalgovce;Šalgovce;505536
902;SK0236505561;Tesáre;Tesáre;Tesáre;505561
903;SK0236505617;Tvrdomestice;Tvrdomestice;Tvrdomestice;505617
904;SK0236505641;Urmince;Urmince;Urmince;505641
905;SK0236505676;Ve¾ké Dvorany;Ve¾ké Dvorany;Ve¾ké Dvorany;505676
906;SK0236505714;Ve¾ké Ripòany;Ve¾ké Ripòany;Ve¾ké Ripòany;505714
907;SK0236505749;Velušovce;Velušovce;Velušovce;505749
908;SK0236505757;Vozokany;Vozokany;Vozokany;505757
909;SK0236505773;Závada;Závada;Závada;505773
910;SK0236542661;Belince;Belince;Belince;542661
911;SK0236542695;Biskupová;Biskupová;Biskupová;542695
912;SK0236542709;Blesovce;Blesovce;Blesovce;542709
913;SK0236542717;Bojná;Bojná;Bojná;542717
914;SK0236542792;Èermany;Èermany;Èermany;542792
915;SK0236542881;Hajná Nová Ves;Hajná Nová Ves;Hajná Nová Ves;542881
916;SK0236542938;Horné Obdokovce;Horné Obdokovce;Horné Obdokovce;542938
917;SK0236542954;Horné Štitáre;Horné Štitáre;Horné Štitáre;542954
918;SK0236542971;Hrušovany;Hrušovany;Hrušovany;542971
919;SK0236543039;Kamanová;Kamanová;Kamanová;543039
920;SK0236543063;Koniarovce;Koniarovce;Koniarovce;543063
921;SK0236543071;Kovarce;Kovarce;Kovarce;543071
922;SK0236543101;Krnèa;Krnèa;Krnèa;543101
923;SK0236543110;Krtovce;Krtovce;Krtovce;543110
924;SK0236556149;Krušovce;Krušovce;Krušovce;556149
925;SK0236556157;Jacovce;Jacovce;Jacovce;556157
926;SK0236556165;Chrabrany;Chrabrany;Chrabrany;556165
927;SK0236556211;Orešany;Orešany;Orešany;556211
928;SK0236556220;Ardanovce;Ardanovce;Ardanovce;556220
929;SK0236556238;Svrbice;Svrbice;Svrbice;556238
930;SK0236556262;Dvorany nad Nitrou;Dvorany nad Nitrou;Dvorany nad Nitrou;556262
931;SK0236556297;Èe¾adince;Èe¾adince;Èe¾adince;556297
932;SK0236556327;Solèianky;Solèianky;Solèianky;556327
933;SK0236556351;Horné Chlebany;Horné Chlebany;Horné Chlebany;556351
934;SK0236580457;Tovarníky;Tovarníky;Tovarníky;580457
935;SK0236581305;Nemèice;Nemèice;Nemèice;581305
936;SK0236581658;Práznovce;Práznovce;Práznovce;581658
937;SK0236581704;Kuzmice;Kuzmice;Kuzmice;581704
938;SK0237500062;Beladice;Beladice;Beladice;500062
939;SK0237500127;Èaradice;Èaradice;Èaradice;500127
940;SK0237500151;Èierne K¾aèany;Èierne K¾aèany;Èierne K¾aèany;500151
941;SK0237500283;Hostie;Hostie;Hostie;500283
942;SK0237500305;Hosovce;Hosovce;Hosovce;500305
943;SK0237500321;Choèa;Choèa;Choèa;500321
944;SK0237500364;Jed¾ové Kosto¾any;Jed¾ové Kosto¾any;Jed¾ové Kosto¾any;500364
945;SK0237500429;Kosto¾any pod Tribeèom;Kosto¾any pod Tribeèom;Kosto¾any pod Tribeèom;500429
946;SK0237500437;Ladice;Ladice;Ladice;500437
947;SK0237500461;Lovce;Lovce;Lovce;500461
948;SK0237500500;Machulince;Machulince;Machulince;500500
949;SK0237500542;Mankovce;Mankovce;Mankovce;500542
950;SK0237500551;Martin nad itavou;Martin nad itavou;Martin nad itavou;500551
951;SK0237500585;Nemèiòany;Nemèiòany;Nemèiòany;500585
952;SK0237500593;Neverice;Neverice;Neverice;500593
953;SK0237500607;Nevidzany;Nevidzany;Nevidzany;500607
954;SK0237500658;Obyce;Obyce;Obyce;500658
955;SK0237500721;Skıcov;Skıcov;Skıcov;500721
956;SK0237500747;S¾aany;S¾aany;S¾aany;500747
957;SK0237500755;Slepèany;Slepèany;Slepèany;500755
958;SK0237500810;Tesárske Mlyòany;Tesárske Mlyòany;Tesárske Mlyòany;500810
959;SK0237500828;Topo¾èianky;Topo¾èianky;Topo¾èianky;500828
960;SK0237500836;Velèice;Velèice;Velèice;500836
961;SK0237500909;Vieska nad itavou;Vieska nad itavou;Vieska nad itavou;500909
962;SK0237500925;Volkovce;Volkovce;Volkovce;500925
963;SK0237500968;Zlaté Moravce;Zlaté Moravce;Zlaté Moravce;500968
964;SK0237500976;Zlatno;Zlatno;Zlatno;500976
965;SK0237500984;ikava;ikava;ikava;500984
966;SK0237517305;Tekovské Nemce;Tekovské Nemce;Tekovské Nemce;517305
967;SK0237555916;Èervenı Hrádok;Èervenı Hrádok;Èervenı Hrádok;555916
968;SK0237555924;Malé Vozokany;Malé Vozokany;Malé Vozokany;555924
969;SK0237555932;Ve¾ké Vozokany;Ve¾ké Vozokany;Ve¾ké Vozokany;555932
970;SK0237582816;itavany;itavany;itavany;582816
971;SK031A509604;Brezovica;Brezovica;Brezovica;509604
972;SK031A509655;Habovka;Habovka;Habovka;509655
973;SK031A509663;Hladovka;Hladovka;Hladovka;509663
974;SK031A509795;Liesek;Liesek;Liesek;509795
975;SK031A509876;Niná;Niná;Niná;509876
976;SK031A509949;Oravskı Biely Potok;Oravskı Biely Potok;Oravskı Biely Potok;509949
977;SK031A509981;Podbiel;Podbiel;Podbiel;509981
978;SK031A510076;Suchá Hora;Suchá Hora;Suchá Hora;510076
979;SK031A510084;Štefanov nad Oravou;Štefanov nad Oravou;Štefanov nad Oravou;510084
980;SK031A510106;Trstená;Trstená;Trstená;510106
981;SK031A510114;Tvrdošín;Tvrdošín;Tvrdošín;510114
982;SK031A510173;Vitanová;Vitanová;Vitanová;510173
983;SK031A510190;Zábiedovo;Zábiedovo;Zábiedovo;510190
984;SK031A510238;Zuberec;Zuberec;Zuberec;510238
985;SK031A518719;Èimhová;Èimhová;Èimhová;518719
986;SK031B517402;ilina;ilina;ilina;517402
987;SK031B517429;Belá;Belá;Belá;517429
988;SK031B517470;Èièmany;Èièmany;Èièmany;517470
989;SK031B517488;Divina;Divina;Divina;517488
990;SK031B517496;Divinka;Divinka;Divinka;517496
991;SK031B517500;Dlhé Pole;Dlhé Pole;Dlhé Pole;517500
992;SK031B517518;Dolná Tiina;Dolná Tiina;Dolná Tiina;517518
993;SK031B517526;Dolnı Hrièov;Dolnı Hrièov;Dolnı Hrièov;517526
994;SK031B517542;Faèkov;Faèkov;Faèkov;517542
995;SK031B517551;Gbe¾any;Gbe¾any;Gbe¾any;517551
996;SK031B517577;Hôrky;Hôrky;Hôrky;517577
997;SK031B517593;Hornı Hrièov;Hornı Hrièov;Hornı Hrièov;517593
998;SK031B517640;Jasenové;Jasenové;Jasenové;517640
999;SK031B517658;Kamenná Poruba;Kamenná Poruba;Kamenná Poruba;517658
1000;SK031B517682;Konská;Konská;Konská;517682
1001;SK031B517704;Kotrèiná Lúèka;Kotrèiná Lúèka;Kotrèiná Lúèka;517704
1002;SK031B517712;Krasòany;Krasòany;Krasòany;517712
1003;SK031B517721;Kunerad;Kunerad;Kunerad;517721
1004;SK031B517739;Lietava;Lietava;Lietava;517739
1005;SK031B517755;Lietavská Svinná-Babkov;Lietavská Svinná-Babkov;Lietavská Svinná-Babkov;517755
1006;SK031B517763;Lutiše;Lutiše;Lutiše;517763
1007;SK031B517771;Lysica;Lysica;Lysica;517771
1008;SK031B517780;Malá Èierna;Malá Èierna;Malá Èierna;517780
1009;SK031B517801;Mojš;Mojš;Mojš;517801
1010;SK031B517828;Nededza;Nededza;Nededza;517828
1011;SK031B517879;Podhorie;Podhorie;Podhorie;517879
1012;SK031B517917;Rajec;Rajec;Rajec;517917
1013;SK031B517925;Rajecká Lesná;Rajecká Lesná;Rajecká Lesná;517925
1014;SK031B517933;Rajecké Teplice;Rajecké Teplice;Rajecké Teplice;517933
1015;SK031B517941;Rosina;Rosina;Rosina;517941
1016;SK031B517950;Stráòavy;Stráòavy;Stráòavy;517950
1017;SK031B517968;Stránske;Stránske;Stránske;517968
1018;SK031B517976;Stráa;Stráa;Stráa;517976
1019;SK031B517984;Streèno;Streèno;Streèno;517984
1020;SK031B518000;Svederník;Svederník;Svederník;518000
1021;SK031B518034;Teplièka nad Váhom;Teplièka nad Váhom;Teplièka nad Váhom;518034
1022;SK031B518042;Terchová;Terchová;Terchová;518042
1023;SK031B518051;Turie;Turie;Turie;518051
1024;SK031B518069;Varín;Varín;Varín;518069
1025;SK031B518077;Ve¾ká Èierna;Ve¾ká Èierna;Ve¾ká Èierna;518077
1026;SK031B518093;Višòové;Višòové;Višòové;518093
1027;SK031B518131;Zbyòov;Zbyòov;Zbyòov;518131
1028;SK031B547522;Bitarová;Bitarová;Bitarová;547522
1029;SK031B547557;Brezany;Brezany;Brezany;547557
1030;SK031B547590;Hrièovské Podhradie;Hrièovské Podhradie;Hrièovské Podhradie;547590
1031;SK031B547611;Ovèiarsko;Ovèiarsko;Ovèiarsko;547611
1032;SK031B547620;Paština Závada;Paština Závada;Paština Závada;547620
1033;SK031B557935;Lietavská Lúèka;Lietavská Lúèka;Lietavská Lúèka;557935
1034;SK031B557960;Porúbka;Porúbka;Porúbka;557960
1035;SK031B557986;Ïurèiná;Ïurèiná;Ïurèiná;557986
1036;SK031B557994;K¾aèe;K¾aèe;K¾aèe;557994
1037;SK031B558168;Nezbudská Lúèka;Nezbudská Lúèka;Nezbudská Lúèka;558168
1038;SK031B581712;Šuja;Šuja;Šuja;581712
1039;SK0311517461;Bytèa;Bytèa;Bytèa;517461
1040;SK0311517623;Hvozdnica;Hvozdnica;Hvozdnica;517623
1041;SK0311517631;Jablonové;Jablonové;Jablonové;517631
1042;SK0311517674;Kolárovice;Kolárovice;Kolárovice;517674
1043;SK0311517691;Kotešová;Kotešová;Kotešová;517691
1044;SK0311517798;Maršová-Rašov;Maršová-Rašov;Maršová-Rašov;517798
1045;SK0311517861;Petrovice;Petrovice;Petrovice;517861
1046;SK0311517895;Predmier;Predmier;Predmier;517895
1047;SK0311517992;Sú¾ov-Hradná;Sú¾ov-Hradná;Sú¾ov-Hradná;517992
1048;SK0311518018;Štiavnik;Štiavnik;Štiavnik;518018
1049;SK0311518085;Ve¾ké Rovné;Ve¾ké Rovné;Ve¾ké Rovné;518085
1050;SK0311581984;Hlboké nad Váhom;Hlboké nad Váhom;Hlboké nad Váhom;581984
1051;SK0312509132;Èadca;Èadca;Èadca;509132
1052;SK0312509159;Èierne;Èierne;Èierne;509159
1053;SK0312509167;Dlhá nad Kysucou;Dlhá nad Kysucou;Dlhá nad Kysucou;509167
1054;SK0312509183;Dunajov;Dunajov;Dunajov;509183
1055;SK0312509213;Klokoèov;Klokoèov;Klokoèov;509213
1056;SK0312509221;Klubina;Klubina;Klubina;509221
1057;SK0312509230;Koròa;Koròa;Koròa;509230
1058;SK0312509248;Krásno nad Kysucou;Krásno nad Kysucou;Krásno nad Kysucou;509248
1059;SK0312509299;Makov;Makov;Makov;509299
1060;SK0312509311;Nová Bystrica;Nová Bystrica;Nová Bystrica;509311
1061;SK0312509337;Olešná;Olešná;Olešná;509337
1062;SK0312509345;Ošèadnica;Ošèadnica;Ošèadnica;509345
1063;SK0312509361;Podvysoká;Podvysoká;Podvysoká;509361
1064;SK0312509396;Radôstka;Radôstka;Radôstka;509396
1065;SK0312509400;Raková;Raková;Raková;509400
1066;SK0312509451;Skalité;Skalité;Skalité;509451
1067;SK0312509477;Stará Bystrica;Stará Bystrica;Stará Bystrica;509477
1068;SK0312509485;Staškov;Staškov;Staškov;509485
1069;SK0312509493;Svrèinovec;Svrèinovec;Svrèinovec;509493
1070;SK0312509507;Turzovka;Turzovka;Turzovka;509507
1071;SK0312509515;Vysoká nad Kysucou;Vysoká nad Kysucou;Vysoká nad Kysucou;509515
1072;SK0312509523;Zákopèie;Zákopèie;Zákopèie;509523
1073;SK0312509531;Zborov nad Bystricou;Zborov nad Bystricou;Zborov nad Bystricou;509531
1074;SK0313509540;Dolnı Kubín;Dolnı Kubín;Dolnı Kubín;509540
1075;SK0313509639;Dlhá nad Oravou;Dlhá nad Oravou;Dlhá nad Oravou;509639
1076;SK0313509671;Horná Lehota;Horná Lehota;Horná Lehota;509671
1077;SK0313509698;Chlebnice;Chlebnice;Chlebnice;509698
1078;SK0313509701;Istebné;Istebné;Istebné;509701
1079;SK0313509710;Jasenová;Jasenová;Jasenová;509710
1080;SK0313509744;Kra¾ovany;Kra¾ovany;Kra¾ovany;509744
1081;SK0313509761;Krivá;Krivá;Krivá;509761
1082;SK0313509787;Leštiny;Leštiny;Leštiny;509787
1083;SK0313509825;Malatiná;Malatiná;Malatiná;509825
1084;SK0313509833;Medzibrodie nad Oravou;Medzibrodie nad Oravou;Medzibrodie nad Oravou;509833
1085;SK0313509922;Oravská Poruba;Oravská Poruba;Oravská Poruba;509922
1086;SK0313509957;Oravskı Podzámok;Oravskı Podzámok;Oravskı Podzámok;509957
1087;SK0313509965;Osádka;Osádka;Osádka;509965
1088;SK0313509973;Párnica;Párnica;Párnica;509973
1089;SK0313509990;Pokryváè;Pokryváè;Pokryváè;509990
1090;SK0313510009;Pribiš;Pribiš;Pribiš;510009
1091;SK0313510017;Pucov;Pucov;Pucov;510017
1092;SK0313510041;Sedliacka Dubová;Sedliacka Dubová;Sedliacka Dubová;510041
1093;SK0313510165;Velièná;Velièná;Velièná;510165
1094;SK0313510181;Vyšnı Kubín;Vyšnı Kubín;Vyšnı Kubín;510181
1095;SK0313510211;Zázrivá;Zázrivá;Zázrivá;510211
1096;SK0313510254;aškov;aškov;aškov;510254
1097;SK0313580813;Bziny;Bziny;Bziny;580813
1098;SK0314509175;Dolnı Vadièov;Dolnı Vadièov;Dolnı Vadièov;509175
1099;SK0314509205;Hornı Vadièov;Hornı Vadièov;Hornı Vadièov;509205
1100;SK0314509256;Kysucké Nové Mesto;Kysucké Nové Mesto;Kysucké Nové Mesto;509256
1101;SK0314509264;Kysuckı Lieskovec;Kysuckı Lieskovec;Kysuckı Lieskovec;509264
1102;SK0314509272;Lodno;Lodno;Lodno;509272
1103;SK0314509281;Lopušné Paite;Lopušné Paite;Lopušné Paite;509281
1104;SK0314509302;Nesluša;Nesluša;Nesluša;509302
1105;SK0314509329;Ochodnica;Ochodnica;Ochodnica;509329
1106;SK0314509370;Povina;Povina;Povina;509370
1107;SK0314509426;Rudina;Rudina;Rudina;509426
1108;SK0314509434;Rudinka;Rudinka;Rudinka;509434
1109;SK0314509442;Rudinská;Rudinská;Rudinská;509442
1110;SK0314509469;Snenica;Snenica;Snenica;509469
1111;SK0314580791;Rado¾a;Rado¾a;Rado¾a;580791
1112;SK0315507393;Konská;Konská;Konská;507393
1113;SK0315510262;Liptovskı Mikuláš;Liptovskı Mikuláš;Liptovskı Mikuláš;510262
1114;SK0315510271;Beòadiková;Beòadiková;Beòadiková;510271
1115;SK0315510319;Bobrovèek;Bobrovèek;Bobrovèek;510319
1116;SK0315510327;Bobrovec;Bobrovec;Bobrovec;510327
1117;SK0315510335;Bobrovník;Bobrovník;Bobrovník;510335
1118;SK0315510351;Bukovina;Bukovina;Bukovina;510351
1119;SK0315510386;Demänovská Dolina;Demänovská Dolina;Demänovská Dolina;510386
1120;SK0315510408;Dúbrava;Dúbrava;Dúbrava;510408
1121;SK0315510416;Galovany;Galovany;Galovany;510416
1122;SK0315510424;Gôtovany;Gôtovany;Gôtovany;510424
1123;SK0315510459;Huty;Huty;Huty;510459
1124;SK0315510467;Hybe;Hybe;Hybe;510467
1125;SK0315510505;Jakubovany;Jakubovany;Jakubovany;510505
1126;SK0315510513;Jalovec;Jalovec;Jalovec;510513
1127;SK0315510521;Jamník;Jamník;Jamník;510521
1128;SK0315510564;Krá¾ova Lehota;Krá¾ova Lehota;Krá¾ova Lehota;510564
1129;SK0315510572;Kvaèany;Kvaèany;Kvaèany;510572
1130;SK0315510581;Lazisko;Lazisko;Lazisko;510581
1131;SK0315510602;Liptovská Anna;Liptovská Anna;Liptovská Anna;510602
1132;SK0315510611;Liptovská Kokava;Liptovská Kokava;Liptovská Kokava;510611
1133;SK0315510653;Liptovská Sielnica;Liptovská Sielnica;Liptovská Sielnica;510653
1134;SK0315510688;Liptovské Beharovce;Liptovské Beharovce;Liptovské Beharovce;510688
1135;SK0315510696;Liptovské K¾aèany;Liptovské K¾aèany;Liptovské K¾aèany;510696
1136;SK0315510700;Liptovské Matiašovce;Liptovské Matiašovce;Liptovské Matiašovce;510700
1137;SK0315510726;Liptovskı Hrádok;Liptovskı Hrádok;Liptovskı Hrádok;510726
1138;SK0315510734;Liptovskı Ján;Liptovskı Ján;Liptovskı Ján;510734
1139;SK0315510751;Liptovskı Ondrej;Liptovskı Ondrej;Liptovskı Ondrej;510751
1140;SK0315510777;Liptovskı Trnovec;Liptovskı Trnovec;Liptovskı Trnovec;510777
1141;SK0315510793;¼ube¾a;¼ube¾a;¼ube¾a;510793
1142;SK0315510831;Malatíny;Malatíny;Malatíny;510831
1143;SK0315510840;Malé Borové;Malé Borové;Malé Borové;510840
1144;SK0315510858;Maluiná;Maluiná;Maluiná;510858
1145;SK0315510874;Niná Boca;Niná Boca;Niná Boca;510874
1146;SK0315510904;Partizánska ¼upèa;Partizánska ¼upèa;Partizánska ¼upèa;510904
1147;SK0315510912;Pavèina Lehota;Pavèina Lehota;Pavèina Lehota;510912
1148;SK0315510921;Pavlova Ves;Pavlova Ves;Pavlova Ves;510921
1149;SK0315510947;Podtureò;Podtureò;Podtureò;510947
1150;SK0315510963;Pribylina;Pribylina;Pribylina;510963
1151;SK0315510971;Prosiek;Prosiek;Prosiek;510971
1152;SK0315511013;Smreèany;Smreèany;Smreèany;511013
1153;SK0315511048;Svätı Krí;Svätı Krí;Svätı Krí;511048
1154;SK0315511072;Trstené;Trstené;Trstené;511072
1155;SK0315511099;Uhorská Ves;Uhorská Ves;Uhorská Ves;511099
1156;SK0315511111;Vavrišovo;Vavrišovo;Vavrišovo;511111
1157;SK0315511129;Vaec;Vaec;Vaec;511129
1158;SK0315511137;Ve¾ké Borové;Ve¾ké Borové;Ve¾ké Borové;511137
1159;SK0315511145;Veterná Poruba;Veterná Poruba;Veterná Poruba;511145
1160;SK0315511153;Vlachy;Vlachy;Vlachy;511153
1161;SK0315511170;Vıchodná;Vıchodná;Vıchodná;511170
1162;SK0315511188;Vyšná Boca;Vyšná Boca;Vyšná Boca;511188
1163;SK0315511196;Závaná Poruba;Závaná Poruba;Závaná Poruba;511196
1164;SK0315511200;iar;iar;iar;511200
1165;SK0315556807;Iipovce;Iipovce;Iipovce;556807
1166;SK0315558281;Liptovská Porúbka;Liptovská Porúbka;Liptovská Porúbka;558281
1167;SK0315580287;Liptovskı Peter;Liptovskı Peter;Liptovskı Peter;580287
1168;SK0316512036;Martin;Martin;Martin;512036
1169;SK0316512052;Belá-Dulice;Belá-Dulice;Belá-Dulice;512052
1170;SK0316512061;Benice;Benice;Benice;512061
1171;SK0316512079;Blatnica;Blatnica;Blatnica;512079
1172;SK0316512133;Bystrièka;Bystrièka;Bystrièka;512133
1173;SK0316512150;Ïanová;Ïanová;Ïanová;512150
1174;SK0316512168;Diaková;Diaková;Diaková;512168
1175;SK0316512206;Dolnı Kalník;Dolnı Kalník;Dolnı Kalník;512206
1176;SK0316512214;Drakovce;Drakovce;Drakovce;512214
1177;SK0316512257;Folkušová;Folkušová;Folkušová;512257
1178;SK0316512290;Hornı Kalník;Hornı Kalník;Hornı Kalník;512290
1179;SK0316512346;Karlová;Karlová;Karlová;512346
1180;SK0316512354;Kláštor pod Znievom;Kláštor pod Znievom;Kláštor pod Znievom;512354
1181;SK0316512371;Košany nad Turcom;Košany nad Turcom;Košany nad Turcom;512371
1182;SK0316512389;Krpe¾any;Krpe¾any;Krpe¾any;512389
1183;SK0316512397;Laskár;Laskár;Laskár;512397
1184;SK0316512419;Leiachov;Leiachov;Leiachov;512419
1185;SK0316512435;Lipovec;Lipovec;Lipovec;512435
1186;SK0316512478;Necpaly;Necpaly;Necpaly;512478
1187;SK0316512486;Nolèovo;Nolèovo;Nolèovo;512486
1188;SK0316512508;Podhradie;Podhradie;Podhradie;512508
1189;SK0316512524;Príbovce;Príbovce;Príbovce;512524
1190;SK0316512541;Rakovo;Rakovo;Rakovo;512541
1191;SK0316512567;Ratkovo;Ratkovo;Ratkovo;512567
1192;SK0316512583;Sklabiòa;Sklabiòa;Sklabiòa;512583
1193;SK0316512591;Sklabinskı Podzámok;Sklabinskı Podzámok;Sklabinskı Podzámok;512591
1194;SK0316512613;Slovany;Slovany;Slovany;512613
1195;SK0316512630;Socovce;Socovce;Socovce;512630
1196;SK0316512648;Suèany;Suèany;Suèany;512648
1197;SK0316512656;Šútovo;Šútovo;Šútovo;512656
1198;SK0316512664;Trebostovo;Trebostovo;Trebostovo;512664
1199;SK0316512672;Trnovo;Trnovo;Trnovo;512672
1200;SK0316512681;Turany;Turany;Turany;512681
1201;SK0316512702;Turèianska Štiavnièka;Turèianska Štiavnièka;Turèianska Štiavnièka;512702
1202;SK0316512711;Turèianske K¾aèany;Turèianske K¾aèany;Turèianske K¾aèany;512711
1203;SK0316512737;Turèiansky Ïur;Turèiansky Ïur;Turèiansky Ïur;512737
1204;SK0316512753;Turèiansky Peter;Turèiansky Peter;Turèiansky Peter;512753
1205;SK0316512761;Valèa;Valèa;Valèa;512761
1206;SK0316512796;Vrícko;Vrícko;Vrícko;512796
1207;SK0316512818;Záborie;Záborie;Záborie;512818
1208;SK0316512834;abokreky;abokreky;abokreky;512834
1209;SK0316545961;Turèianske Jaseno;Turèianske Jaseno;Turèianske Jaseno;545961
1210;SK0316557358;Vrútky;Vrútky;Vrútky;557358
1211;SK0317509558;Babín;Babín;Babín;509558
1212;SK0317509566;Beòadovo;Beòadovo;Beòadovo;509566
1213;SK0317509582;Bobrov;Bobrov;Bobrov;509582
